x1,y1,x2,y2,x3,y3
1560.583339,0.015919936,1549.849419,0.01610731,1559.774916,0.016462837
1582.71815,0.015453561,1596.138054,0.016628836,1571.804782,0.017226581
1588.890844,0.016204184,1600.159011,0.016912975,1580.440398,0.016774781
1596.693823,0.016513493,1602.486676,0.015991895,1606.64045,0.017333223
1657.921945,0.01585874,1644.599548,0.01553635,1636.333779,0.017032543
1664.670633,0.015281412,1665.21844,0.015354536,1649.122834,0.016246709
1668.096251,0.016382015,1682.797482,0.017273114,1654.830369,0.017042844
1681.154868,0.016118822,1692.049641,0.015621049,1675.090621,0.01749009
1707.783708,0.016174041,1709.895962,0.016024043,1716.882302,0.016900536
1732.761685,0.015823849,1748.118123,0.016748982,1721.88951,0.016559746
1755.3575,0.015989907,1758.39623,0.016208623,1762.606892,0.016555387
1760.105302,0.015718036,1780.708006,0.015540933,1764.657638,0.016631581
1785.088144,0.015838648,1788.904594,0.016117158,1771.986589,0.016511163
1792.779784,0.016353413,1800.634259,0.016743489,1793.717545,0.017452331
1850.135637,0.015843204,1838.030274,0.016028197,1837.366016,0.016654164
1852.169152,0.015644288,1849.60158,0.015651066,1873.281869,0.016631295
1881.883725,0.015997965,1875.310202,0.016666835,1880.891221,0.016553072
1900.081084,0.015883475,1886.295406,0.016167091,1898.140835,0.016828726
1938.529841,0.016390725,1930.023202,0.016539367,1944.003613,0.01680092
1941.751457,0.016157803,1947.209333,0.016861515,1944.1264,0.016878467
1957.215521,0.016215198,1960.942985,0.015637905,1962.922421,0.016884109
1963.454367,0.015224773,1961.56557,0.01641745,1970.593543,0.01581832
1999.724798,0.015778575,2010.798471,0.016093324,1977.360277,0.016803953
2017.378675,0.016230465,2025.177976,0.016262318,2012.904661,0.016365229
2029.684661,0.016493345,2030.791215,0.016273889,2012.928654,0.017650332
2053.109232,0.015975661,2052.996307,0.015544896,2057.467039,0.016978339
2070.876926,0.01558181,2074.502472,0.016947325,2063.784703,0.01646685
2097.318781,0.015935926,2094.194482,0.0158984,2096.075524,0.016691292
2118.16438,0.016409687,2123.693159,0.016494274,2097.405483,0.016521243
2119.988079,0.016043657,2128.007755,0.015971247,2114.397862,0.016660032
2160.782999,0.015600115,2152.107016,0.016078342,2148.999884,0.016551695
2170.426974,0.016000342,2192.115749,0.015929588,2159.718776,0.016682292
2204.542789,0.016264965,2200.435409,0.016153795,2204.630748,0.01687903
2221.77368,0.015557448,2224.563556,0.016359277,2218.786926,0.016389716
2236.99604,0.016232025,2246.602749,0.016854396,2236.060401,0.01658351
2255.074735,0.016383296,2252.74085,0.016874454,2243.419353,0.017041499
2274.424969,0.016032949,2287.092093,0.015492899,2287.739775,0.016837369
2293.884694,0.01545869,2288.045381,0.015851033,2300.067528,0.016186054
2304.975891,0.016418861,2307.7284,0.016568067,2305.499839,0.016976115
2330.578856,0.016373616,2322.602956,0.015707348,2318.685537,0.016102513
2336.71023,0.01549307,2336.410093,0.016994849,2346.676031,0.017451613
2375.96146,0.0164243,2386.450431,0.016222702,2376.459604,0.017035881
,,,,,
,0.016,1199.689048,0.016217933,1195.502981,0.016733311
