x1,y1,x2,y2,x3,y3
1621.72428,0.01491,1624.470563,0.016323896,1624.966791,0.015737566
1674.1623,0.01464,1668.169284,0.016888501,1669.020526,0.015111525
1678.87356,0.01613,1677.383344,0.014676199,1691.764117,0.017179137
1688.24817,0.0153,1700.372764,0.015530692,1707.299972,0.016010748
1712.88107,0.01557,1705.577953,0.015643629,1710.975478,0.016083575
1737.934,0.01524,1729.015012,0.015549023,1729.271807,0.015745297
1740.11399,0.01497,1737.406799,0.014779032,1737.629166,0.01602406
1770.70022,0.01562,1762.241226,0.015743604,1767.072352,0.016069473
1772.79451,0.0155,1792.345807,0.015086362,1768.412912,0.016342048
1773.40805,0.01523,1798.406151,0.015696095,1794.173699,0.016212287
1848.24248,0.01566,1821.283039,0.016061239,1848.600941,0.016296348
1849.20393,0.01583,1859.84146,0.016003476,1857.943778,0.01632207
1863.29697,0.01607,1866.630373,0.016210548,1881.206293,0.016765566
1893.60732,0.01583,1908.487197,0.01675867,1881.755594,0.017489575
1916.91911,0.01638,1911.323749,0.016627838,1915.482849,0.017219665
1929.87386,0.01637,1923.200169,0.0167586,1932.331154,0.016841289
1944.43351,0.01618,1925.639617,0.016719731,1946.172123,0.016984696
1963.6458,0.01464,1935.31769,0.015571251,1957.98766,0.015400126
1972.23172,0.01606,1970.611185,0.014863235,1977.752037,0.016555567
2015.64188,0.0163,2015.72866,0.016814033,2006.944154,0.016843541
2041.25853,0.01637,2032.462489,0.016896903,2041.440371,0.017486022
2047.6531,0.01635,2048.145027,0.016245296,2052.425842,0.016782419
2092.94607,0.01571,2091.24327,0.015470342,2104.873302,0.0168541
2110.90763,0.01606,2099.343868,0.015305226,2110.770327,0.017231201
2112.51582,0.01623,2105.1744,0.016542013,2114.182573,0.017223444
2128.18529,0.01607,2106.299971,0.016154986,2139.73596,0.016011032
2154.80221,0.01658,2116.911438,0.016953183,2152.850559,0.017348837
2179.77952,0.01593,2182.858664,0.015684729,2159.248438,0.016937148
2183.16964,0.01625,2186.398613,0.015086674,2159.775449,0.016052078
2191.24775,0.01611,2191.110823,0.015251821,2192.834365,0.016814344
2225.15444,0.01754,2216.249144,0.017196228,2228.342363,0.017737692
2255.79499,0.01649,2259.799493,0.015456008,2229.50698,0.016770071
2260.84214,0.01668,2272.415542,0.015884168,2279.740192,0.016725751
2263.63622,0.01705,2286.130185,0.015703364,2295.761853,0.017211254
2317.1395,0.0169,2329.312186,0.015939445,2307.119086,0.017164012
2328.98555,0.01655,2330.412422,0.015673165,2341.539818,0.015899155
2344.4183,0.01698,2355.202532,0.016418172,2351.503432,0.018078958
2364.40864,0.01769,2362.378863,0.015716982,2368.219922,0.016608999
2385.88668,0.01762,2395.990578,0.016317195,2390.951897,0.016932288
2415.9449,0.01744,2429.624343,0.016608136,2409.687547,0.016242697
2418.32978,0.01743,2437.878792,0.016219955,2432.202148,0.016886538
2458.75149,0.017,2460.468927,0.016006328,2459.077845,0.016779953
2489.13402,0.01717,2485.98329,0.015769363,2480.657839,0.01708045
2503.93875,0.01763,2488.568014,0.016267545,2485.399183,0.016933558
2506.47759,0.0178,2514.390562,0.016297846,2512.986768,0.016566218
2547.13398,0.0181,2529.345712,0.016480088,2551.117608,0.016939785
2548.64923,0.01758,2550.679355,0.016923886,2558.466713,0.016814833
2571.72229,0.01761,2565.212364,0.015991644,2583.499785,0.016602845
2576.31436,0.01744,2581.498605,0.015619519,2590.942489,0.016506086
2606.25404,0.01733,2618.353764,0.015237201,2592.314129,0.016810035
2638.60186,0.01898,2644.702439,0.017243263,2626.890059,0.017773719
2660.71752,0.01738,2660.596177,0.016707025,2675.430483,0.015642898
2669.12536,0.01892,2668.853547,0.015086988,2684.16189,0.01637233
2691.7673,0.01802,2683.89253,0.015666163,2689.06322,0.017634177
2701.26548,0.01906,2713.987856,0.016326672,2703.205241,0.017339432
2743.19624,0.01926,2750.724634,0.01709446,2742.230399,0.01684351
2754.91579,0.01929,2750.728297,0.016083537,2743.042109,0.016720133
2778.05998,0.02017,2766.171274,0.015521003,2780.498073,0.017391394
2810.67197,0.01987,2818.640728,0.017307882,2804.856768,0.017158152
,,,,,
,0.016173286,,0.015856069,,0.016610691
