I/mA	Ewe/V	P/W					Current density 	Voltage	Power density		
5.54E+03	-4.88E-01	-2.71E+00									
5.59E+03	-4.86E-01	-2.72E+00									
5.64E+03	-4.84E-01	-2.73E+00									
5.69E+03	-4.82E-01	-2.74E+00									
5.74E+03	-4.80E-01	-2.75E+00									
5.79E+03	-4.77E-01	-2.77E+00									
5.85E+03	-4.75E-01	-2.78E+00									
5.90E+03	-4.73E-01	-2.79E+00									
5.95E+03	-4.70E-01	-2.80E+00									
6.00E+03	-4.68E-01	-2.81E+00									
6.06E+03	-4.66E-01	-2.82E+00									
6.11E+03	-4.63E-01	-2.83E+00									
6.16E+03	-4.61E-01	-2.84E+00									
6.21E+03	-4.59E-01	-2.85E+00									
6.26E+03	-4.56E-01	-2.86E+00									
6.31E+03	-4.54E-01	-2.87E+00									
6.37E+03	-4.51E-01	-2.87E+00									
6.42E+03	-4.49E-01	-2.88E+00									
6.47E+03	-4.47E-01	-2.89E+00									
6.52E+03	-4.45E-01	-2.90E+00									
6.57E+03	-4.42E-01	-2.91E+00									
6.62E+03	-4.40E-01	-2.91E+00									
6.67E+03	-4.38E-01	-2.92E+00									
6.72E+03	-4.35E-01	-2.93E+00									
6.77E+03	-4.33E-01	-2.93E+00									
6.83E+03	-4.31E-01	-2.94E+00									
6.88E+03	-4.28E-01	-2.94E+00									
6.93E+03	-4.26E-01	-2.95E+00									
6.98E+03	-4.24E-01	-2.96E+00									
7.03E+03	-4.21E-01	-2.96E+00									
7.09E+03	-4.19E-01	-2.97E+00									
7.14E+03	-4.16E-01	-2.97E+00									
7.19E+03	-4.14E-01	-2.98E+00									
7.24E+03	-4.12E-01	-2.98E+00									
7.29E+03	-4.09E-01	-2.98E+00									
7.34E+03	-4.07E-01	-2.99E+00									
7.39E+03	-4.04E-01	-2.99E+00									
7.45E+03	-4.02E-01	-2.99E+00									
7.50E+03	-3.99E-01	-2.99E+00									
7.55E+03	-3.97E-01	-3.00E+00									
7.60E+03	-3.95E-01	-3.00E+00									
7.65E+03	-3.92E-01	-3.00E+00									
7.70E+03	-3.90E-01	-3.00E+00									
7.76E+03	-3.87E-01	-3.00E+00									
7.81E+03	-3.85E-01	-3.00E+00									
7.86E+03	-3.82E-01	-3.00E+00									
7.91E+03	-3.80E-01	-3.00E+00									
7.96E+03	-3.77E-01	-3.00E+00									
8.01E+03	-3.75E-01	-3.00E+00									
8.06E+03	-3.72E-01	-3.00E+00									
8.11E+03	-3.69E-01	-3.00E+00									
8.17E+03	-3.67E-01	-3.00E+00									
8.22E+03	-3.64E-01	-2.99E+00									
8.27E+03	-3.62E-01	-2.99E+00									
8.32E+03	-3.59E-01	-2.99E+00									
8.37E+03	-3.57E-01	-2.99E+00									
8.43E+03	-3.54E-01	-2.98E+00									
8.48E+03	-3.51E-01	-2.98E+00									
8.53E+03	-3.48E-01	-2.97E+00									
8.58E+03	-3.46E-01	-2.97E+00									
8.63E+03	-3.43E-01	-2.96E+00									
8.68E+03	-3.40E-01	-2.96E+00									
8.73E+03	-3.38E-01	-2.95E+00									
8.79E+03	-3.35E-01	-2.94E+00									
8.84E+03	-3.32E-01	-2.93E+00									
8.89E+03	-3.29E-01	-2.92E+00									
8.94E+03	-3.26E-01	-2.92E+00									
8.99E+03	-3.23E-01	-2.91E+00									
9.04E+03	-3.20E-01	-2.90E+00									
9.09E+03	-3.18E-01	-2.89E+00									
9.14E+03	-3.15E-01	-2.88E+00									
9.20E+03	-3.12E-01	-2.87E+00									
9.25E+03	-3.09E-01	-2.85E+00									
9.30E+03	-3.06E-01	-2.84E+00									
9.35E+03	-3.03E-01	-2.83E+00									
9.40E+03	-3.00E-01	-2.82E+00									
9.45E+03	-2.96E-01	-2.80E+00									
9.51E+03	-2.93E-01	-2.79E+00									
9.56E+03	-2.90E-01	-2.78E+00									
9.61E+03	-2.86E-01	-2.75E+00									
9.67E+03	-2.83E-01	-2.74E+00									
9.72E+03	-2.80E-01	-2.72E+00									
9.77E+03	-2.77E-01	-2.70E+00									
9.82E+03	-2.73E-01	-2.68E+00									
9.88E+03	-2.70E-01	-2.67E+00									
9.93E+03	-2.67E-01	-2.65E+00									
9.98E+03	-2.63E-01	-2.62E+00									
1.00E+04	-2.59E-01	-2.60E+00									
1.01E+04	-2.56E-01	-2.58E+00									
1.01E+04	-2.52E-01	-2.56E+00									
1.01E+04	-2.52E-01	-2.55E+00									
0.00E+00	-8.43E-01	0.00E+00									
0.00E+00	-9.15E-01	0.00E+00									
0.00E+00	-9.23E-01	0.00E+00									
0.00E+00	-9.28E-01	0.00E+00									
0.00E+00	-9.31E-01	0.00E+00									
0.00E+00	-9.35E-01	0.00E+00									
4.47E+01	-9.35E-01	-4.18E-02									
9.92E+01	-8.89E-01	-8.82E-02									
1.51E+02	-8.44E-01	-1.27E-01									
2.02E+02	-8.25E-01	-1.66E-01									
2.52E+02	-8.12E-01	-2.05E-01									
3.05E+02	-8.02E-01	-2.45E-01									
3.64E+02	-7.94E-01	-2.89E-01									
4.14E+02	-7.85E-01	-3.25E-01									
4.67E+02	-7.79E-01	-3.64E-01									
5.18E+02	-7.73E-01	-4.00E-01									
5.69E+02	-7.67E-01	-4.36E-01									
6.21E+02	-7.62E-01	-4.73E-01									
6.72E+02	-7.58E-01	-5.09E-01									
7.27E+02	-7.53E-01	-5.48E-01									
7.77E+02	-7.49E-01	-5.82E-01									
8.28E+02	-7.45E-01	-6.17E-01									
8.82E+02	-7.41E-01	-6.54E-01									
9.33E+02	-7.37E-01	-6.88E-01									
9.86E+02	-7.34E-01	-7.23E-01									
1.04E+03	-7.30E-01	-7.60E-01									
1.10E+03	-7.26E-01	-7.96E-01									
1.15E+03	-7.22E-01	-8.28E-01									
1.20E+03	-7.19E-01	-8.64E-01									
1.25E+03	-7.16E-01	-8.97E-01									
1.31E+03	-7.13E-01	-9.31E-01									
1.36E+03	-7.09E-01	-9.63E-01									
1.41E+03	-7.06E-01	-9.96E-01									
1.46E+03	-7.03E-01	-1.03E+00									
1.52E+03	-6.99E-01	-1.06E+00									
1.57E+03	-6.96E-01	-1.09E+00									
1.62E+03	-6.94E-01	-1.12E+00									
1.67E+03	-6.91E-01	-1.15E+00									
1.72E+03	-6.88E-01	-1.18E+00									
1.77E+03	-6.85E-01	-1.21E+00									
